nameseq,k1,k2,label
0,-0.0,-0.0,None
1,-0.0,-0.0,None
2,-0.0,-0.0,None
3,-0.0,-0.0,None
4,1.8566011829142282,3.5496857063334235,None
5,1.8566011829142282,3.5496857063334235,None
6,1.8566011829142282,3.5496857063334235,None
7,1.8566011829142282,3.5496857063334235,None
8,1.8566011829142282,3.5496857063334235,None
9,1.8566011829142282,3.5496857063334235,None
10,1.8566011829142282,3.5496857063334235,None
11,1.8566011829142282,3.5496857063334235,None
12,1.8566011829142282,3.5496857063334235,None
13,1.8566011829142282,3.5496857063334235,None
14,1.8566011829142282,3.5496857063334235,None
15,1.8566011829142282,3.5496857063334235,None
16,1.8566011829142282,3.5496857063334235,None
17,1.8566011829142282,3.5496857063334235,None
18,1.8566011829142282,3.5496857063334235,None
19,1.8566011829142282,3.5496857063334235,None
20,1.8566011829142282,3.5496857063334235,None
21,1.8566011829142282,3.5496857063334235,None
22,1.8566011829142282,3.5496857063334235,None
23,1.8566011829142282,3.5496857063334235,None
24,1.8566011829142282,3.5496857063334235,None
25,1.8566011829142282,3.5496857063334235,None
26,1.8566011829142282,3.5496857063334235,None
27,1.8566011829142282,3.5496857063334235,None
28,1.8566011829142282,3.5496857063334235,None
29,1.8566011829142282,3.5496857063334235,None
30,1.8566011829142282,3.5496857063334235,None
31,1.8566011829142282,3.5496857063334235,None
32,1.8566011829142282,3.5496857063334235,None
33,1.8566011829142282,3.5496857063334235,None
34,1.8566011829142282,3.5496857063334235,None
35,1.8566011829142282,3.5496857063334235,None
36,1.8566011829142282,3.5496857063334235,None
37,1.8566011829142282,3.5496857063334235,None
38,1.8566011829142282,3.5496857063334235,None
39,1.8566011829142282,3.5496857063334235,None
40,1.8566011829142282,3.5496857063334235,None
41,1.8566011829142282,3.5496857063334235,None
42,1.8566011829142282,3.5496857063334235,None
43,1.8566011829142282,3.5496857063334235,None
44,1.8566011829142282,3.5496857063334235,None
45,1.8566011829142282,3.5496857063334235,None
46,1.8566011829142282,3.5496857063334235,None
47,1.8566011829142282,3.5496857063334235,None
48,1.8566011829142282,3.5496857063334235,None
49,1.8566011829142282,3.5496857063334235,None
50,1.8566011829142282,3.5496857063334235,None
51,1.8566011829142282,3.5496857063334235,None
52,1.8566011829142282,3.5496857063334235,None
53,1.8566011829142282,3.5496857063334235,None
54,1.8566011829142282,3.5496857063334235,None
55,1.8566011829142282,3.5496857063334235,None
56,1.8566011829142282,3.5496857063334235,None
57,1.8566011829142282,3.5496857063334235,None
58,1.8566011829142282,3.5496857063334235,None
59,1.8566011829142282,3.5496857063334235,None
60,1.8566011829142282,3.5496857063334235,None
61,1.8566011829142282,3.5496857063334235,None
62,1.8566011829142282,3.5496857063334235,None
63,1.8566011829142282,3.5496857063334235,None
64,1.8566011829142282,3.5496857063334235,None
65,1.8566011829142282,3.5496857063334235,None
66,1.8566011829142282,3.5496857063334235,None
67,1.8566011829142282,3.5496857063334235,None
68,1.8566011829142282,3.5496857063334235,None
69,1.8566011829142282,3.5496857063334235,None
70,1.8566011829142282,3.5496857063334235,None
71,1.8566011829142282,3.5496857063334235,None
72,1.8566011829142282,3.5496857063334235,None
73,1.8566011829142282,3.5496857063334235,None
74,1.8566011829142282,3.5496857063334235,None
75,1.8566011829142282,3.5496857063334235,None
76,1.8566011829142282,3.5496857063334235,None
77,1.8566011829142282,3.5496857063334235,None
78,1.8566011829142282,3.5496857063334235,None
79,1.8566011829142282,3.5496857063334235,None
80,1.8566011829142282,3.5496857063334235,None
81,1.8566011829142282,3.5496857063334235,None
82,1.8566011829142282,3.5496857063334235,None
83,1.8566011829142282,3.5496857063334235,None
84,1.8566011829142282,3.5496857063334235,None
85,1.8566011829142282,3.5496857063334235,None
86,1.8566011829142282,3.5496857063334235,None
87,1.8566011829142282,3.5496857063334235,None
88,1.8566011829142282,3.5496857063334235,None
89,1.8566011829142282,3.5496857063334235,None
90,1.8566011829142282,3.5496857063334235,None
91,1.8566011829142282,3.5496857063334235,None
92,1.8566011829142282,3.5496857063334235,None
93,1.8566011829142282,3.5496857063334235,None
94,1.8566011829142282,3.5496857063334235,None
95,1.8566011829142282,3.5496857063334235,None
96,1.8566011829142282,3.5496857063334235,None
97,1.8566011829142282,3.5496857063334235,None
98,1.8566011829142282,3.5496857063334235,None
99,1.8566011829142282,3.5496857063334235,None
100,1.8566011829142282,3.5496857063334235,None
101,1.8566011829142282,3.5496857063334235,None
102,1.8566011829142282,3.5496857063334235,None
103,1.8566011829142282,3.5496857063334235,None
104,1.8566011829142282,3.5496857063334235,None
105,1.8566011829142282,3.5496857063334235,None
106,1.8566011829142282,3.5496857063334235,None
107,1.8566011829142282,3.5496857063334235,None
108,1.8566011829142282,3.5496857063334235,None
109,1.8566011829142282,3.5496857063334235,None
110,1.8566011829142282,3.5496857063334235,None
111,1.8566011829142282,3.5496857063334235,None
112,1.8566011829142282,3.5496857063334235,None
113,1.8566011829142282,3.5496857063334235,None
114,1.8566011829142282,3.5496857063334235,None
115,1.8566011829142282,3.5496857063334235,None
116,1.8566011829142282,3.5496857063334235,None
117,1.8566011829142282,3.5496857063334235,None
118,1.8566011829142282,3.5496857063334235,None
119,1.8566011829142282,3.5496857063334235,None
120,1.8566011829142282,3.5496857063334235,None
121,1.8566011829142282,3.5496857063334235,None
122,1.8566011829142282,3.5496857063334235,None
123,1.8566011829142282,3.5496857063334235,None
124,1.8566011829142282,3.5496857063334235,None
125,1.8566011829142282,3.5496857063334235,None
126,1.8566011829142282,3.5496857063334235,None
127,1.8566011829142282,3.5496857063334235,None
128,2.7478298210037595,12.230903751812761,None
129,2.7478298210037595,12.230903751812761,None
130,2.7478298210037595,12.230903751812761,None
131,2.7478298210037595,12.230903751812761,None
132,2.7478298210037595,12.230903751812761,None
133,2.7478298210037595,12.230903751812761,None
134,2.7478298210037595,12.230903751812761,None
135,2.7478298210037595,12.230903751812761,None
136,2.7478298210037595,12.230903751812761,None
137,2.7478298210037595,12.230903751812761,None
138,2.7478298210037595,12.230903751812761,None
139,2.7478298210037595,12.230903751812761,None
140,2.7478298210037595,12.230903751812761,None
141,2.7478298210037595,12.230903751812761,None
142,2.7478298210037595,12.230903751812761,None
143,2.7478298210037595,12.230903751812761,None
144,2.7478298210037595,12.230903751812761,None
145,2.7478298210037595,12.230903751812761,None
146,2.7478298210037595,12.230903751812761,None
147,2.7478298210037595,12.230903751812761,None
148,2.7478298210037595,12.230903751812761,None
149,2.7478298210037595,12.230903751812761,None
150,2.7478298210037595,12.230903751812761,None
151,2.7478298210037595,12.230903751812761,None
152,2.7478298210037595,12.230903751812761,None
153,2.7478298210037595,12.230903751812761,None
154,2.7478298210037595,12.230903751812761,None
155,2.7478298210037595,12.230903751812761,None
156,2.7478298210037595,12.230903751812761,None
157,2.7478298210037595,12.230903751812761,None
158,2.7478298210037595,12.230903751812761,None
159,2.7478298210037595,12.230903751812761,None
160,2.7478298210037595,12.230903751812761,None
161,2.7478298210037595,12.230903751812761,None
162,2.7478298210037595,12.230903751812761,None
163,2.7478298210037595,12.230903751812761,None
164,2.7478298210037595,12.230903751812761,None
165,2.7478298210037595,12.230903751812761,None
166,2.7478298210037595,12.230903751812761,None
167,2.7478298210037595,12.230903751812761,None
168,2.7478298210037595,12.230903751812761,None
169,2.7478298210037595,12.230903751812761,None
170,2.7478298210037595,12.230903751812761,None
171,2.7478298210037595,12.230903751812761,None
172,2.7478298210037595,12.230903751812761,None
173,2.7478298210037595,12.230903751812761,None
174,2.7478298210037595,12.230903751812761,None
175,2.7478298210037595,12.230903751812761,None
176,2.7478298210037595,12.230903751812761,None
177,2.7478298210037595,12.230903751812761,None
178,2.7478298210037595,12.230903751812761,None
179,2.7478298210037595,12.230903751812761,None
180,2.7478298210037595,12.230903751812761,None
181,2.7478298210037595,12.230903751812761,None
182,2.7478298210037595,12.230903751812761,None
183,2.7478298210037595,12.230903751812761,None
184,2.7478298210037595,12.230903751812761,None
185,2.7478298210037595,12.230903751812761,None
186,2.7478298210037595,12.230903751812761,None
187,2.7478298210037595,12.230903751812761,None
188,2.7478298210037595,12.230903751812761,None
189,2.7478298210037595,12.230903751812761,None
190,2.7478298210037595,12.230903751812761,None
191,2.7478298210037595,12.230903751812761,None
192,2.7478298210037595,12.230903751812761,None
193,2.7478298210037595,12.230903751812761,None
194,2.7478298210037595,12.230903751812761,None
195,2.7478298210037595,12.230903751812761,None
196,2.7478298210037595,12.230903751812761,None
197,2.7478298210037595,12.230903751812761,None
198,2.7478298210037595,12.230903751812761,None
199,2.7478298210037595,12.230903751812761,None
200,2.7478298210037595,12.230903751812761,None
201,2.7478298210037595,12.230903751812761,None
202,2.7478298210037595,12.230903751812761,None
203,2.7478298210037595,12.230903751812761,None
204,2.7478298210037595,12.230903751812761,None
205,2.7478298210037595,12.230903751812761,None
206,2.7478298210037595,12.230903751812761,None
207,2.7478298210037595,12.230903751812761,None
208,2.7478298210037595,12.230903751812761,None
209,2.7478298210037595,12.230903751812761,None
210,2.7478298210037595,12.230903751812761,None
211,2.7478298210037595,12.230903751812761,None
212,2.7478298210037595,12.230903751812761,None
213,2.7478298210037595,12.230903751812761,None
214,2.7478298210037595,12.230903751812761,None
215,2.7478298210037595,12.230903751812761,None
216,2.7478298210037595,12.230903751812761,None
217,2.7478298210037595,12.230903751812761,None
218,2.7478298210037595,12.230903751812761,None
219,2.7478298210037595,12.230903751812761,None
220,2.7478298210037595,12.230903751812761,None
221,2.7478298210037595,12.230903751812761,None
222,2.7478298210037595,12.230903751812761,None
223,2.7478298210037595,12.230903751812761,None
224,2.7478298210037595,12.230903751812761,None
225,2.747434136214582,12.272416297574933,None
226,2.747434136214582,12.272416297574933,None
227,2.747434136214582,12.272416297574933,None
228,2.747434136214582,12.272416297574933,None
229,2.747434136214582,12.272416297574933,None
230,2.747434136214582,12.272416297574933,None
231,2.7478298210037595,12.230903751812761,None
232,2.7478298210037595,12.230903751812761,None
233,2.7478298210037595,12.230903751812761,None
234,2.7478298210037595,12.230903751812761,None
235,2.7478298210037595,12.230903751812761,None
236,2.747434136214582,12.272416297574933,None
237,2.747434136214582,12.272416297574933,None
238,2.747434136214582,12.272416297574933,None
239,2.747434136214582,12.272416297574933,None
240,2.747434136214582,12.272416297574933,None
241,2.7478298210037595,12.230903751812761,None
242,2.7478298210037595,12.230903751812761,None
243,2.7478298210037595,12.230903751812761,None
244,2.7478298210037595,12.230903751812761,None
245,2.747434136214582,12.272416297574933,None
246,2.747434136214582,12.272416297574933,None
247,2.747434136214582,12.272416297574933,None
248,2.747434136214582,12.272416297574933,None
249,2.7478298210037595,12.230903751812761,None
250,2.7478298210037595,12.230903751812761,None
251,2.7478298210037595,12.230903751812761,None
252,2.7478298210037595,12.230903751812761,None
253,-0.0,-0.0,None
254,2.747434136214582,12.272416297574933,None
255,-0.0,-0.0,None
256,-0.0,-0.0,None
257,-0.0,-0.0,None
258,-0.0,-0.0,None
259,-0.0,-0.0,None
260,-0.0,-0.0,None
261,-0.0,-0.0,None
262,-0.0,-0.0,None
263,-0.0,-0.0,None
264,-0.0,-0.0,None
265,-0.0,-0.0,None
266,-0.0,-0.0,None
267,-0.0,-0.0,None
268,-0.0,-0.0,None
269,-0.0,-0.0,None
270,-0.0,-0.0,None
271,-0.0,-0.0,None
272,-0.0,-0.0,None
273,-0.0,-0.0,None
274,-0.0,-0.0,None
275,-0.0,-0.0,None
276,-0.0,-0.0,None
277,-0.0,-0.0,None
278,-0.0,-0.0,None
279,-0.0,-0.0,None
280,-0.0,-0.0,None
281,-0.0,-0.0,None
282,-0.0,-0.0,None
283,-0.0,-0.0,None
284,-0.0,-0.0,None
285,-0.0,-0.0,None
286,-0.0,-0.0,None
287,-0.0,-0.0,None
288,-0.0,-0.0,None
289,-0.0,-0.0,None
290,-0.0,-0.0,None
291,-0.0,-0.0,None
292,-0.0,-0.0,None
293,-0.0,-0.0,None
294,-0.0,-0.0,None
295,-0.0,-0.0,None
296,-0.0,-0.0,None
297,-0.0,-0.0,None
298,-0.0,-0.0,None
299,-0.0,-0.0,None
300,-0.0,-0.0,None
301,-0.0,-0.0,None
302,-0.0,-0.0,None
303,-0.0,-0.0,None
304,-0.0,-0.0,None
305,-0.0,-0.0,None
306,-0.0,-0.0,None
307,-0.0,-0.0,None
308,-0.0,-0.0,None
309,-0.0,-0.0,None
310,-0.0,-0.0,None
311,-0.0,-0.0,None
312,1.7459288640195,4.310619612158224,None
313,1.7459288640195,4.310619612158224,None
314,1.7459288640195,4.310619612158224,None
315,1.7459288640195,4.310619612158224,None
316,1.7459288640195,4.310619612158224,None
317,1.7459288640195,4.310619612158224,None
318,1.7459288640195,4.310619612158224,None
319,1.7459288640195,4.310619612158224,None
320,1.7459288640195,4.310619612158224,None
321,1.7459288640195,4.310619612158224,None
322,1.7459288640195,4.310619612158224,None
323,1.7459288640195,4.310619612158224,None
324,1.7459288640195,4.310619612158224,None
325,1.7459288640195,4.310619612158224,None
326,1.7459288640195,4.310619612158224,None
327,1.7459288640195,4.310619612158224,None
328,1.7459288640195,4.310619612158224,None
329,1.7459288640195,4.310619612158224,None
330,1.7459288640195,4.310619612158224,None
331,1.7459288640195,4.310619612158224,None
332,1.7459288640195,4.310619612158224,None
333,1.7459288640195,4.310619612158224,None
334,1.7459288640195,4.310619612158224,None
335,1.7459288640195,4.310619612158224,None
336,1.7459288640195,4.310619612158224,None
337,1.7459288640195,4.310619612158224,None
338,1.7459288640195,4.310619612158224,None
339,1.7459288640195,4.310619612158224,None
340,1.7459288640195,4.310619612158224,None
341,1.7459288640195,4.310619612158224,None
342,1.7459288640195,4.310619612158224,None
343,1.7459288640195,4.310619612158224,None
344,1.7459288640195,4.310619612158224,None
345,1.7459288640195,4.310619612158224,None
346,1.7459288640195,4.310619612158224,None
347,1.7459288640195,4.310619612158224,None
348,1.7459288640195,4.310619612158224,None
349,1.7459288640195,4.310619612158224,None
350,1.7459288640195,4.310619612158224,None
351,1.7459288640195,4.310619612158224,None
352,1.7459288640195,4.310619612158224,None
353,1.7459288640195,4.310619612158224,None
354,1.7459288640195,4.310619612158224,None
355,1.7459288640195,4.310619612158224,None
356,1.7459288640195,4.310619612158224,None
357,1.7459288640195,4.310619612158224,None
358,1.7459288640195,4.310619612158224,None
359,1.7459288640195,4.310619612158224,None
360,1.7459288640195,4.310619612158224,None
361,1.7459288640195,4.310619612158224,None
362,1.7459288640195,4.310619612158224,None
363,1.7459288640195,4.310619612158224,None
364,1.7459288640195,4.310619612158224,None
365,1.7459288640195,4.310619612158224,None
366,1.7459288640195,4.310619612158224,None
367,1.7459288640195,4.310619612158224,None
368,1.7459288640195,4.310619612158224,None
369,1.7459288640195,4.310619612158224,None
370,1.7459288640195,4.310619612158224,None
371,1.7459288640195,4.310619612158224,None
372,1.7459288640195,4.310619612158224,None
373,1.7459288640195,4.310619612158224,None
374,1.7459288640195,4.310619612158224,None
375,1.7459288640195,4.310619612158224,None
376,1.7459288640195,4.310619612158224,None
377,1.7459288640195,4.310619612158224,None
378,1.7459288640195,4.310619612158224,None
379,1.7459288640195,4.310619612158224,None
380,1.7459288640195,4.310619612158224,None
381,1.7459288640195,4.310619612158224,None
382,1.7459288640195,4.310619612158224,None
383,1.7459288640195,4.310619612158224,None
384,1.7459288640195,4.310619612158224,None
385,1.7459288640195,4.310619612158224,None
386,1.7459288640195,4.310619612158224,None
387,1.7459288640195,4.310619612158224,None
388,1.7459288640195,4.310619612158224,None
389,1.7459288640195,4.310619612158224,None
390,1.7459288640195,4.310619612158224,None
391,1.7459288640195,4.310619612158224,None
392,1.7459288640195,4.310619612158224,None
393,1.7459288640195,4.310619612158224,None
394,1.7459288640195,4.310619612158224,None
395,1.8566011829142282,3.5496857063334235,None
396,1.8566011829142282,3.5496857063334235,None
397,1.8566011829142282,3.5496857063334235,None
398,1.8566011829142282,3.5496857063334235,None
399,1.8566011829142282,3.5496857063334235,None
400,1.8566011829142282,3.5496857063334235,None
401,1.8566011829142282,3.5496857063334235,None
402,1.8566011829142282,3.5496857063334235,None
403,1.8566011829142282,3.5496857063334235,None
404,1.8566011829142282,3.5496857063334235,None
405,-0.0,-0.0,None
406,-0.0,-0.0,None
407,-0.0,-0.0,None
408,-0.0,-0.0,None
409,-0.0,-0.0,None
410,-0.0,-0.0,None
411,-0.0,-0.0,None
412,-0.0,-0.0,None
413,-0.0,-0.0,None
414,2.7521534587756684,12.27774979246206,None
415,2.7521534587756684,12.27774979246206,None
416,2.7521534587756684,12.27774979246206,None
417,2.7521534587756684,12.27774979246206,None
418,2.747434136214582,12.272416297574933,None
419,2.7478298210037595,12.230903751812761,None
420,2.7544801220877533,12.265157210504594,None
421,2.7544801220877533,12.265157210504594,None
422,2.7544801220877533,12.265157210504594,None
423,2.7544801220877533,12.265157210504594,None
424,2.7544801220877533,12.265157210504594,None
425,2.7544801220877533,12.265157210504594,None
426,2.7544801220877533,12.265157210504594,None
427,2.7544801220877533,12.265157210504594,None
428,2.7544801220877533,12.265157210504594,None
429,2.7544801220877533,12.265157210504594,None
430,2.7544801220877533,12.265157210504594,None
431,2.7544801220877533,12.265157210504594,None
432,2.7544801220877533,12.265157210504594,None
433,2.7544801220877533,12.265157210504594,None
434,2.7544801220877533,12.265157210504594,None
435,2.7544801220877533,12.265157210504594,None
436,2.7544801220877533,12.265157210504594,None
437,2.7544801220877533,12.265157210504594,None
438,2.7544801220877533,12.265157210504594,None
439,2.7544801220877533,12.265157210504594,None
440,2.7544801220877533,12.265157210504594,None
441,2.7544801220877533,12.265157210504594,None
442,2.7544801220877533,12.265157210504594,None
443,2.7544801220877533,12.265157210504594,None
444,2.7544801220877533,12.265157210504594,None
445,2.7544801220877533,12.265157210504594,None
446,2.7544801220877533,12.265157210504594,None
447,2.7544801220877533,12.265157210504594,None
448,2.7544801220877533,12.265157210504594,None
449,2.7544801220877533,12.265157210504594,None
450,2.7544801220877533,12.265157210504594,None
451,2.7544801220877533,12.265157210504594,None
452,2.7544801220877533,12.265157210504594,None
453,2.7544801220877533,12.265157210504594,None
454,2.7544801220877533,12.265157210504594,None
455,2.7544801220877533,12.265157210504594,None
456,2.7544801220877533,12.265157210504594,None
457,2.7544801220877533,12.265157210504594,None
458,2.7544801220877533,12.265157210504594,None
459,2.7544801220877533,12.265157210504594,None
460,2.7544801220877533,12.265157210504594,None
461,2.7544801220877533,12.265157210504594,None
462,2.7544801220877533,12.265157210504594,None
463,2.7544801220877533,12.265157210504594,None
464,2.7544801220877533,12.265157210504594,None
465,2.7544801220877533,12.265157210504594,None
466,2.7544801220877533,12.265157210504594,None
467,2.7544801220877533,12.265157210504594,None
468,2.7544801220877533,12.265157210504594,None
469,2.7544801220877533,12.265157210504594,None
470,2.7544801220877533,12.265157210504594,None
471,2.7544801220877533,12.265157210504594,None
472,2.7544801220877533,12.265157210504594,None
473,2.7544801220877533,12.265157210504594,None
474,2.7544801220877533,12.265157210504594,None
475,2.7544801220877533,12.265157210504594,None
476,2.7544801220877533,12.265157210504594,None
477,2.7544801220877533,12.265157210504594,None
478,2.7544801220877533,12.265157210504594,None
479,2.7544801220877533,12.265157210504594,None
480,2.7544801220877533,12.265157210504594,None
481,2.7544801220877533,12.265157210504594,None
482,2.7544801220877533,12.265157210504594,None
483,2.7544801220877533,12.265157210504594,None
484,2.7544801220877533,12.265157210504594,None
485,2.7544801220877533,12.265157210504594,None
486,2.7544801220877533,12.265157210504594,None
487,2.7544801220877533,12.265157210504594,None
488,2.7544801220877533,12.265157210504594,None
489,2.7544801220877533,12.265157210504594,None
490,2.7544801220877533,12.265157210504594,None
491,2.7544801220877533,12.265157210504594,None
492,2.7544801220877533,12.265157210504594,None
493,2.7544801220877533,12.265157210504594,None
494,2.7544801220877533,12.265157210504594,None
495,2.7544801220877533,12.265157210504594,None
496,2.7544801220877533,12.265157210504594,None
497,2.7544801220877533,12.265157210504594,None
498,2.7544801220877533,12.265157210504594,None
499,1.709142770913731,4.246867028668937,None
500,1.709142770913731,4.246867028668937,None
501,2.575052002695309,7.869375623482148,None
